ID;codigo;tecnologia;modelo;fabricante;partNumber
1385;20001553;;PLACA;;ROJ208319/1
1386;20001556;;;;BMP903050/1
1387;20001557;;PLACA;;8672-ATM
1388;20001571;;PLACA;;S30861Q369X101
1389;20001572;;PLACA;;S30861Q467X
1390;20001574;;BASTIDOR;;S30861-B244-X-04
1391;20001575;;BASTIDOR;;S30861-B246-X-03
1392;20001576;;PLACA;;S30861-Q429-X1-06
1393;20001577;;PLACA;;S30861-Q468-X-03
1394;20001579;;PLACA;;WSSVCFWM1K9
1395;20001586;;PLACA;;OS186A
1396;20001588;;PLACA;;S42024D3559C11D2
1397;20001592;;VENTILAÇÃO;;BFD509083
1398;20001593;;PLACA;;S42024A1900A105
1399;20001595;;;;S42024-L5218-A200
1400;20001596;;PLACA;;S42024-L5222-A100
1401;20001597;;PLACA;;S42024-L5236-A100
1402;20001600;;PLACA;;S42024L5449A110
1403;20001601;;PLACA;;S42024A1857B1C1
1404;20001603;;PLACA;;ROJ208128/1
1405;20001607;;;;ROJ605016/1
1406;20001608;;VENTILAÇÃO;;S30861-U2240-X-C1
1407;20001611;;BASTIDOR;;S30861-B225-X-04
1408;20001612;;BASTIDOR;;S30861-B226-X-04
1409;20001613;;PLACA;;S42024-L5212-B100
1410;20001617;;PLACA;;PLACA
1411;20001621;;VENTILAÇÃO;NOKIA;FAN
1412;20001624;;;;AM001040101
1413;20001626;;;;BMG980330/1
1414;20001627;;VENTILAÇÃO;;614-041/17A
1415;20001628;;PLACA;;S42024-L5451-A1
1416;20001629;;PLACA;;ROJ119225413
1417;20001630;;;;905802101
1418;20001631;;;;905804101
1419;20001634;;PLACA;;2NCS590D
1420;20001636;;PLACA;;S42024-L5269-A100-14
1421;20001637;;;;3.51126E+11
1422;20001639;;PLACA;;BKV106020/1
1423;20001640;;PLACA;;BMG907027/1
1424;20001647;;GABINETE;;CISCO3600
1425;20001651;;PLACA;;2KCN231A
1426;20001652;;PLACA;;EJ171A
1427;20001653;;;;CM33910101
1428;20001655;;PLACA;;S42024L5235A10011
1429;20001656;;PLACA;;S30861U2464X0201
1430;20001659;;;;C101810A1E
1431;20001664;;;;C109494B1B
1432;20001668;;PLACA;;C109045B1C
1433;20001669;;PLACA;NOKIA;C111034.A3C
1434;20001672;;PLACA;;C111134B2A
1435;20001673;;PLACA;;C109447B1C
1436;20001674;;PLACA;;C109451A1C
1437;20001675;;PLACA;;C104512A1G
1438;20001678;;ROTEADOR;;PACKETOVERSONETSDH
1439;20001680;;ROTEADOR;;MWR-2941-DC
1440;20001694;;VENTILAÇÃO;;C109580A2A
1441;20001698;;VENTILAÇÃO;HUAWEI;CB0E3FAN1
1442;20001700;;VENTILAÇÃO;;BFD50904/8
1443;20001711;;VENTILAÇÃO;;1HAM61240AAQ
1444;20001753;;;;BMF904591
1445;20001755;;VENTILAÇÃO;;C100600B01
1446;20001756;;VENTILAÇÃO;;C100600B1C
1447;20001773;;PLACA;NOKIA;C108407C2D
1448;20001788;;PLACA;;C109500B1B
1449;20001792;;PLACA;;C109519A2A
1450;20001805;;PLACA;;C111034A1A
1451;20001811;;PLACA;;CM10152
1452;20001829;;PLACA;;PLACA CPCI-730
1453;20001838;;BASTIDOR;;S30861C41X0801
1454;20001839;;PLACA;;S30861Q366X0101
1455;20001845;;VENTILAÇÃO;;S30861U2240X0701
1456;20001847;;VENTILAÇÃO;;S30861U723X0601
1457;20001849;;VENTILAÇÃO;;S30861U723X0801
1458;20001857;;PLACA;;S42024D3512B102365
1459;20001858;;VENTILAÇÃO;;S42024L5165A34
1460;20001862;;PLACA;;S42024L5332A111
1461;20001865;;PLACA;;S42024L5405A18
1462;20001867;;PLACA;;S42024L5409A15
1463;20001876;;;;SAU BASIC
1464;20001886;;PLACA;;SSR1PD1A01
1465;20001887;;VENTILAÇÃO;;SSXE1FAN
1466;20001892;;BASTIDOR;;UG0K2MNBS
1467;20001896;;PLACA;;SSN1AFB
1468;20001906;;;;C109730B1A
1469;20001908;;PLACA;NOKIA;C110911.C2B
1470;20001923;;VENTILAÇÃO;;FTRBA
1471;20001924;;BASTIDOR;;OPTIX OSN 2500
1472;20001926;;;;S42023L5086A101
1473;20001928;;VENTILAÇÃO;;SXK111509
1474;20001963;;;;3051569
1475;20002009;;;;242072700
1476;20002141;;;;1/NBA10106/1
1477;20002142;;;;2/BMG90751
1478;20002143;;;ERICSSON;BFD101109/2
1479;20002144;;;;BFD508020/1
1480;20002174;;PLACA;;ROJ1192161/2
1481;20002175;;PLACA;ERICSSON;ROJ1192201/2
1482;20002176;;PLACA;;ROJ1192257/2
1483;20002177;;PLACA;;ROJ1192291/1
1484;20002179;;PLACA;;ROJ207032/1
1485;20002183;;;;ROJ207143/1
1486;20002185;;PLACA;;ROJ20816/3
1487;20002190;;PLACA;ERICSSON;ROJ208840/11
1488;20002191;;PLACA;ERICSSON;ROJ208861/2
1489;20002192;;PLACA;ERICSSON;ROJ208880/2
1490;20002199;;;;810.284.00
1491;20002236;;PLACA;;7600-ES+4TG3C
1492;20002237;;PLACA;;RSP720-3C-GE=
1493;20002238;;PLACA;;7600-ES+4TG3C
1494;20002239;;;;4563/35
1495;20002245;;PLACA;;600-00-3034
1496;20002246;;PLACA;;600-00-3026
1497;20002247;;;;600-00-5030
1498;20002248;;;;600-00-5041
1499;20002249;;PLACA;;600-00-5053
1500;20002251;;VENTILAÇÃO;;600-00-1113
1501;20002252;;VENTILAÇÃO;;600-00-1114
1502;20002260;;;;S30861B2471
1503;20002288;;FONTE;;PWR-6000-DC=
1504;20002289;;;;WS-C3560G-48TS-E
1505;20002290;;ROTEADOR;;CISCO7609-S
1506;20002291;;FONTE;;7609S-RSP720C-P
1507;20002292;;FONTE;;6000W-DC
1508;20002293;;FONTE;;PWR-6000-DC
1509;20002294;;PLACA;;WS-X6748-GE-TX
1510;20002295;;PLACA;;7600-SIP-400
1511;20002296;;PLACA;;SPA-24CHT1-CE-ATM
1512;20002297;;PLACA;;SPA-2X1GE-V2
1513;20002300;;ROTEADOR;;CISCO2811
1514;20002302;;PLACA;;WS-X6708-10G-3C
1515;20002303;;ROTEADOR;;CISCO7606-S
1516;20002305;;FONTE;;PWR-2700-DC
1517;20002306;;PLACA;;7600-ES+4TG3CXL
1518;20002307;;ROTEADOR;;ASR1002
1519;20002308;;PLACA;;SPA-2XOC3-POS
1520;20002309;;PLACA;;ASR1000-ESP5
1521;20002312;;;;CRS-FP40
1522;20002315;;PLACA;;7600-ES+20G3C
1523;20002316;;ROTEADOR;;CISCO7606-S/D
1524;20002317;;;;SCE8000
1525;20002318;;FONTE;;PWR-2700-DC/4
1526;20002319;;;;SCE8000-SIP
1527;20002320;;PLACA;;SPA-1X10GE-L-V2
1528;20002321;;;;WS-X6582-2PA=
1529;20002322;;PLACA;;PA-MC-8TE1+=
1530;20002323;;PLACA;;SPA-4XOC3-ATM=
1531;20002324;;PLACA;;WS-X6748-GE-TX=
1532;20002325;;PLACA;;WS-X6708-10G-3C
1533;20002326;;PLACA;;7600-SIP-400=
1534;20002327;;PLACA;;SPA-2X1GE-V2=
1535;20002329;;PLACA;;SPA-24CHT1-CE-ATM=
1536;20002330;;PLACA;;12000-SIP-601=
1537;20002331;;PLACA;;SPA-5X1GE-V2=
1538;20002332;;PLACA;;SPA-1X10GE-L-V2=
1539;20002333;;PLACA;;CRS-MSC-40G-B=
1540;20002334;;PLACA;;CRS1-SIP-800=
1541;20002335;;PLACA;;7600-ES+4TG3CXL=
1542;20002337;;;;RSP720-3CXL-GE=
1543;20002338;;;;WS-F6700-DFC3CXL=
1544;20002339;;;;NPE-G1=
1545;20002340;;PLACA;;SPA-10X1GE-V2=
1546;20002341;;PLACA;;CRS-FP40=
1547;20002342;;PLACA;;4-10GE=
1548;20002343;;PLACA;;20-1GE-FLEX=
1549;20002344;;PLACA;;SPA-1CHOC3-CE-ATM=
1550;20002370;;PLACA;ERICSSON;ROJ208459/1
1551;20002373;;;;ROJ6051073
1552;20002376;;PLACA;;ROJ1192294/2
1553;20002377;;PLACA;;ROJ1192331/1
1554;20002381;;PLACA;ERICSSON;ROJ208880/3
1555;20002383;;PLACA;ERICSSON;ROJ1192106/64
1556;20002388;;PLACA;;CRS-CGSE=
1557;20002405;;UNIDADE DE CONTROLE;;KRY101856/1
1558;20002436;;FONTE;;S30122-U4420-X2
1559;20002457;;;ERICSSON;BFB14013/1
1560;30000012;;BASTIDOR;ERICSSON;BFD538002/1
1561;20002460;;PLACA;;ROJ208386/2
1562;20002462;;PLACA;ERICSSON;ROJ208841/2
1563;20002464;;PLACA;;ROJ208880/4
1564;20002465;;;;3052781
1565;20002469;;PLACA;;ROJ208821/3
1566;20002470;;PLACA;;ROJ208840/3
1567;20002471;;PLACA;;ROJ208844/3
1568;20002478;;PLACA;;SPA-2XOC3-POS=
1569;20002482;;PLACA;;2351885
1570;20002483;;PLACA;;2351886
1571;20002489;;PLACA;;76-ES+XT-4TG3C
1572;20002490;;PLACA;;76-ES+XT-4TG3C
1573;20002491;;PLACA;;4-10GBE-WL-XFP=
1574;20002492;;PLACA;;ASR1000-ESP10=
1575;20002493;;PLACA;;SPA-4XT-SERIAL=
1576;20002494;;PLACA;;SPA-8XCHT1/E1=
1577;20002498;;;;BMR9104251
1578;20002499;;FILTRO;;S30861-U2551-X-02
1579;20002511;;;;3053868
1580;20002515;;PLACA;;1HAT61106BAE
1581;20002518;;PLACA;;7600-SIP-400=
1582;20002519;;PLACA;;WS-X6748-GE-TX=
1583;20002522;;PLACA;;ROJ208840/3
1584;20002536;;;;3054296
1585;20002537;;;;3054298
1586;20002558;;PLACA;;03020QCD
1587;20002559;;VENTILAÇÃO;;2120173
1588;20002562;;PLACA;;S30861-U728-X-03/01
1589;20002563;;PLACA;;S30861-Q415-X1-15/01
1590;20002564;;PLACA;;S30861-Q504-X-L3
1591;50000003;;PLACA;;S30861-U16-X2
1592;20002565;;PLACA;;S30861-Q502-X-09
1593;20002566;;PLACA;;S30861-Q503-X-13
1594;20002567;;PLACA;;S30861-0520-XB2
1595;20002568;;PLACA;;S32006-Q2035-X301
1596;20002571;;VENTILAÇÃO;;BKV106097/1
1597;20002572;;FONTE;;BMK90582/1
1598;20002583;;PLACA;ERICSSON;ROJ208821/3
1599;20002585;;PLACA;;ROJ208844/3
1600;50000004;;VENTILAÇÃO;;C111729
1601;20002590;;BASTIDOR;;C112929
1602;50000005;;VENTILAÇÃO;;C112982
1603;20002593;;;;ROJ208504/1
1604;20002594;;PLACA;;ROJ1192331/1
1605;20002605;;PLACA;NOKIA;C111034.A3C
1606;20002615;;PLACA;NOKIA;C111034.A1A
1607;20002623;;PLACA;;ROJ 208 439/1 R1A
1608;20002626;;;ERICSSON;BFB14013/2
1609;20002631;;;;1/BFD101058
1610;20002637;;PLACA;;C110911
1611;20002638;;PLACA;ERICSSON;ROJ208814/11R1B
1612;20002639;;PLACA;;OMUA
1613;20002644;;PLACA;HUAWEI;UOIA
1614;20002659;;PLACA;ERICSSON;ROJ1192106/75
1615;20002672;;PLACA;;ROA1173467/22
1616;20002674;;;HUAWEI;WD2E1FANC
1617;20002681;;PLACA;;A9K-2X100GE-TR=
1618;20002682;;;;1X100GBE=
1619;20002686;;;HUAWEI;2120577
1620;30000028;;RADIO;;317534
1621;30000044;;BASTIDOR;;3HK10153AAXX
1622;30000045;;PLACA;;3HK10162AAXX
1623;30000046;;PLACA;;3AL81915AA
1624;30000047;;RADIO;;3HK10025AAXXC
1625;30000049;;RADIO;;3DB02900AAC
1626;30000051;;RADIO;;3DB02531AAC
1627;30000052;;RADIO;;315647
1628;30000053;;;;3HK10037AAXX
1629;30000055;;RADIO;;9500MPR
1630;30000056;;PLACA;;3AL78832AA
1631;30000068;;RADIO;;XPD40EHSA08
1632;30000088;;RADIO;;L107GPAAAA
1633;30000103;;;;FL08AAB0A
1634;30000105;;;;FL11AAB0A
1635;30000151;;RADIO;;3HK12114AAAZ
1636;30000152;;;;CM33120502
1637;30000153;;VENTILAÇÃO;;CM1003
1638;30000155;;;;CM1021
1639;30000157;;FILTRO;;CM4005
1640;30000165;;VENTILAÇÃO;;RB200000001H200
1641;30000215;;PLACA;;ROJR2080031
1642;30000219;;PLACA;;ROJR2080023
1643;30000226;;PLACA;;ROJ11923161
1644;30000228;;PLACA;;ROJ119218714N
1645;30000233;;RADIO;;MLTN1538
1646;30000238;;RADIO;;NTM20307032
1647;30000242;;RADIO;;NTM20308145HP
1648;30000246;;PLACA;;SU66AA
1649;30000248;;;;SU68AB
1650;30000249;;;;SU57AE
1651;30000257;;PLACA;ERICSSON;KRC115032/1
1652;30000258;;;;SD-110038-002
1653;30000260;;PLACA;;634-001/02
1654;30000261;;;;101-110376-001
1655;30000262;;PLACA;;101-901715-001
1656;30000263;;UNIDADE DE CONTROLE;;101-901720-001
1657;30000264;;PLACA;;101-901790-002
1658;30000265;;PLACA;;SD-99425
1659;30000266;;;;101-901720-002
1660;30000267;;PLACA;;612-314/15
1661;30000269;;;;614104/65
1662;30000271;;;;HRY10208/3
1663;30000272;;PLACA;;3DB02151AA
1664;30000273;;RADIO;;3DB02162AA
1665;30000274;;;;151-141641-006
1666;30000276;;;;151-141641-008
1667;30000277;;UNIDADE DE CONTROLE;;S48354-H4035-A2
1668;30000280;;;;SA0210012
1669;30000281;;PLACA;;2KZ198A
1670;30000282;;RADIO;;2SK220A
1671;30000283;;PLACA;;8MNF83C
1672;30000284;;PLACA;;EJ163B
1673;30000285;;;;612-314/39
1674;30000286;;;;H0163
1675;30000287;;;;UKL40112/21HP
1676;30000288;;RADIO;;UKL40118/51HP
1677;30000290;;;;3AL78835AA
1678;30000291;;;;3AL78836AA
1679;30000292;;;;3AL78848BA
1680;30000293;;PLACA;;612-314/42
1681;30000295;;PLACA;;SD110044
1682;30000296;;PLACA;;SD-110045
1683;30000297;;PLACA;;SD110046
1684;30000298;;PLACA;;SD-110048
1685;30000299;;;;PFU-H
1686;30000301;;;;05239B
1687;30000302;;PLACA;;614104/66
1688;30000303;;PLACA;;634-001/02
1689;30000304;;;;101-110376-001
1690;30000305;;PLACA;;101-901715-001
1691;30000306;;UNIDADE DE CONTROLE;;101-901720-001
1692;30000307;;PLACA;;101-901790-002
1693;30000308;;PLACA;;SD-99425
1694;30000309;;;;101-901720-002
1695;30000310;;PLACA;;612-314/15
1696;30000312;;;;614104/65
1697;30000313;;PLACA;;SD-110038-003
1698;30000314;;PLACA;;201-901330-002
1699;30000315;;;;HRY10208/3
1700;30000316;;PLACA;;3DB02151AA
1701;30000317;;RADIO;;3DB02162AA
1702;30000318;;PLACA;;SD-110038-003
1703;30000321;;PLACA;;3DB02151AA
1704;30000323;;;;151-141641-006
1705;30000324;;;;151-141641-007
1706;30000325;;;;151-141641-008
1707;30000326;;UNIDADE DE CONTROLE;;S48354-H4035-A2
1708;30000327;;;;SA0110012
1709;30000328;;;;SA0110012/00
1710;30000329;;;;SA0210012
1711;30000330;;;;2GN395A
1712;30000331;;PLACA;;2KZ198A
1713;30000332;;RADIO;;2SK220A
1714;30000333;;PLACA;;8MNF83C
1715;30000334;;PLACA;;EJ163B
1716;30000335;;;;612-314/39A
1717;30000336;;;;H0163
1718;30000337;;;;UKL40112/21HP
1719;30000338;;RADIO;;UKL40118/51HP
1720;30000339;;;;EJ171A
1721;30000340;;PLACA;;3AL781289A
1722;30000341;;;;3AL78836AA
1723;30000342;;;;3AL78848BA
1724;30000343;;PLACA;;612-314/42
1725;30000345;;PLACA;;SD110044
1726;30000346;;;;SD-110045
1727;30000347;;PLACA;;SD110046
1728;30000348;;PLACA;;SD-110048
1729;30000351;;;;2314584
1730;30000352;;RADIO;ERICSSON;ROJ1192245/2
1731;30000353;;PLACA;;634-001/68010
1732;30000354;;;;732-101/01
1733;30000355;;;ERICSSON;KRC161134/5
1734;30000356;;PLACA;;05236B
1735;30000357;;PLACA;;21110451001
1736;30000358;;;;SD-110020-005
1737;30000359;;PLACA;;101-900135-004
1738;30000360;;PLACA;;SD-110037-003
1739;30000361;;PLACA;;101-110700-309
1740;30000362;;PLACA;;612-404/11
1741;30000363;;PLACA;;ADM155C
1742;30000365;;PLACA;;CHE1/CHT1MS
1743;30000367;;AMPLIFICADOR;;101-901156-002
1744;30000368;;PLACA;;S48354-H4033-B1V407
1745;30000369;;PLACA;;612-314/05
1746;30000370;;;;201-901700-000
1747;30000371;;;;2NCS590D-EL1
1748;30000372;;;;CM33120504
1749;30000373;;;;CM33120502
1750;30000378;;PLACA;;2KN233A
1751;30000383;;PLACA;;3511 261 44110
1752;30000384;;PLACA;;3511 261 44120
1753;30000385;;PLACA;;AM0010401
1754;30000386;;PLACA;;HRY90102/1
1755;30000387;;FILTRO;;KRF201323/1
1756;30000388;;PLACA;ERICSSON;KRY1011856/1
1757;30000389;;PLACA;;G2005401
1758;30000390;;PLACA;;LGP13201
1759;30000391;;PLACA;;ROF1919121/1
1760;30000392;;PLACA;;S30861U2103-X-09/01
1761;30000393;;PLACA;;S48354-H4033
1762;30000394;;PLACA;;S48354-H4033-A2
1763;30000395;;PLACA;;S48354-H4036
1764;30000396;;PLACA;;S48354-H4036-B1
1765;30000397;;PLACA;;S48354-H4037-A2
1766;30000398;;PLACA;;3DB03536AA
1767;30000399;;;;2DNF129B
1768;30000400;;PLACA;;2NF468B
1769;30000401;;PLACA;;612-612/13
1770;30000407;;PLACA;;BFL510102/1
1771;30000409;;;;3AL78821BA
1772;30000410;;PLACA;;2KCN231A
1773;30000411;;;;10L06AL2A1BA0-A
1774;30000413;;PLACA;;202-901330-001
1775;30000414;;;;201-901805-901
1776;30000415;;PLACA;;277-036029-001
1777;30000416;;PLACA;;3511 261 59420
1778;30000419;;PLACA;;ROJ208143/1
1779;30000420;;PLACA;;E52441M51000A00
1780;30000421;;;;E5604D
1781;30000422;;PLACA;;E6021A
1782;30000425;;PLACA;;E6046A
1783;30000426;;PLACA;;E6047A
1784;30000427;;PLACA;;SD-110060
1785;30000428;;;;468220A....104
1786;30000429;;;;FN5688A-T
1787;30000431;;PLACA;;S30861-U2401-X-10
1788;30000432;;PLACA;;612-404/01
1789;30000433;;PLACA;;ROJR208003/2
1790;30000434;;FILTRO;ERICSSON;KRC11821/1
1791;30000435;;PLACA;;S30861-U2401-X-F2
1792;30000436;;PLACA;ERICSSON;BKV106028/1
1793;30000437;;PLACA;;3AL81289AA
1794;30000438;;PLACA;;3AL78830AD
1795;30000439;;PLACA;;3AL80411AB
1796;30000440;;PLACA;;3AL81185AA
1797;30000441;;PLACA;;3AL79094AA
1798;30000442;;PLACA;NOKIA;3AL81072AA
1799;30000443;;PLACA;;3AL78817AA
1800;30000444;;RADIO;;468704A....209
1801;30000445;;;;05237B
1802;30000446;;AMPLIFICADOR;;101-109760-001
1803;30000447;;;;101-110030-001
1804;30000448;;AMPLIFICADOR;;SD-110393-001
1805;30000449;;AMPLIFICADOR;;101-112653-001
1806;30000450;;AMPLIFICADOR;;101-901156-003
1807;30000451;;;;101-901710-002
1808;30000452;;AMPLIFICADOR;;SD-110031-004
1809;30000453;;;;191-901030-002
1810;30000454;;;;191-901040-003
1811;30000455;;;;191-901040-004
1812;30000456;;;;191-901425-001
1813;30000457;;;;192-901030-003
1814;30000458;;;;192-901035-004
1815;30000459;;;;201-901005-901
1816;30000460;;;;201-901005-902
1817;30000461;;;;201-901005-908
1818;30000462;;;;201-901005-910
1819;30000463;;;;201-901360-002
1820;30000464;;;;201-901360-003
1821;30000465;;;;201-901360-103
1822;30000466;;;;201-901375-011
1823;30000467;;;;201-901375-015
1824;30000468;;;;201-901510-001
1825;30000469;;;;732-251/18301
1826;30000470;;;;732-251/18302
1827;30000471;;;;732-101/11
1828;30000472;;;;732-221/08B
1829;30000473;;;;732-221/15B
1830;30000474;;;;732-221/08B106
1831;30000475;;;;732-221/15B101
1832;30000476;;;;732-221/15B107
1833;30000477;;;;732-221/15B108
1834;30000478;;;;732-221/23B
1835;30000479;;;;732-221/23B108
1836;30000480;;AMPLIFICADOR;;101-901156-004
1837;50000007;;RADIO;;BCR9GBWRPC
1838;30000486;;;;MM0014202/00
1839;50000008;;;;RC211
1840;30000489;;;;732-241/08002
1841;30000495;;BASTIDOR;;BFL90150/1
1842;30000496;;;;101-901710-001
1843;30000497;;;;101-901715-002
1844;30000498;;;;101-901715-003
1845;30000499;;;;192-901035-003
1846;30000504;;;;KRC12110/1
1847;30000506;;;;732-221/15B103
1848;30000507;;;;732-221/15B104
1849;30000508;;;;732-221/08B020
1850;30000509;;;;191-901040-002
1851;30000510;;;;732-221/08B101
1852;30000511;;;;732-221/08B102
1853;30000512;;;;732-221/08B121
1854;30000513;;;;732-221/08B122
1855;30000514;;;;S48354-H4036-A2
1856;30000515;;;;732-221/07B001
1857;30000516;;;;S48354-H4036-B1V407
1858;30000517;;;;732-221/18B301
1859;30000518;;;;732-221/18B302
1860;30000519;;;;201-901360-001
1861;50000009;;;;H20505S
1862;30000522;;;;732-221/15B106
1863;30000524;;;;S48354-H4035-A201
1864;30000525;;;;10L06AL1A1BA0-A
1865;30000526;;;;10L08AL1A1BA0-A
1866;30000527;;;;10L08AL2A1BA0-A
1867;30000528;;;;10L08AU2A1BA0-A
1868;30000529;;;;10L11AU1A1BA0-A
1869;30000530;;RADIO;;UKL40117/32HP
1870;30000532;;;;3DB00764AAAA
1871;30000533;;;;3DB00276AAAA
1872;30000534;;;;3BK06428AC
1873;30000535;;;;3AL78831AA
1874;30000536;;RADIO;;3DB05940AAAA01
1875;30000541;;;;732-221/15B102
1876;30000542;;;;732-221/15B105
1877;30000543;;;;732-221/23D105
1878;30000544;;;;732-221/23D106
1879;30000545;;;;732-221/23D108
1880;30000547;;;;HRY10201/3
1881;30000548;;;;HRY10202/3
1882;30000549;;;;HRY10203/3
1883;30000550;;;;HRY10205/3
1884;30000551;;;;HRY10206/3
1885;30000552;;;;HRY10220/1
1886;30000553;;;;HRY90103/2
1887;30000554;;;ERICSSON;KRC1311002/2
1888;30000555;;;ERICSSON;KRC1311003/2
1889;30000556;;AMPLIFICADOR;;KRY112141/2
1890;30000557;;;ERICSSON;KRY11261/2
1891;30000558;;AMPLIFICADOR;ERICSSON;KRY11281/2
1892;30000559;;;;MM0012202/00
1893;30000560;;;;MM0012811
1894;30000561;;;;MM0012812
1895;30000562;;;;MM0013401
1896;30000563;;RADIO;;RA0701111
1897;30000564;;RADIO;;RA0701113
1898;30000565;;RADIO;;RA0701115
1899;30000566;;RADIO;;RA0701117
1900;30000567;;RADIO;;RA0801021
1901;30000568;;RADIO;;RA0801025
1902;30000569;;RADIO;;RAO801041
1903;30000570;;RADIO;;RA0801042
1904;30000571;;RADIO;;RA0801043
1905;30000572;;RADIO;;RA0801045
1906;30000573;;RADIO;ERICSSON;RA0801046
1907;30000574;;RADIO;;RA0801047
1908;30000575;;RADIO;;RA0801051
1909;30000576;;RADIO;;RA0801055
1910;30000577;;RADIO;;RA0801141
1911;30000578;;RADIO;;RA0801142
1912;30000579;;RADIO;;RA0801143
1913;30000580;;RADIO;;RA0801145
1914;30000581;;RADIO;;RA0801146
1915;30000582;;RADIO;;RA0801147
1916;30000583;;RADIO;;RA0801151
1917;30000584;;RADIO;;RA0801155
1918;30000585;;RADIO;;RA1501124
1919;30000586;;RADIO;;RA1501128
1920;30000587;;RADIO;;RA1801032
1921;30000589;;RADIO;;RA1801132
1922;30000590;;RADIO;;RA1801135
1923;30000591;;RADIO;;RA1801136
1924;30000592;;RADIO;;RA2301024
1925;30000594;;;;SM0010802
1926;30000595;;;;SM001160200
1927;30000596;;RADIO;;UKL40105/11
1928;30000597;;RADIO;;UKL40106/24
1929;30000598;;RADIO;;UKL40106/28HP
1930;30000599;;RADIO;;UKL40109/32HP
1931;30000600;;RADIO;;UKL40111/22
1932;30000601;;RADIO;;UKL40111/24
1933;30000602;;RADIO;;UKL40118/41HP
1934;30000603;;RADIO;;UKL40118/42HP
1935;30000604;;RADIO;;UKL40118/43HP
1936;30000605;;RADIO;;UKL40118/45HP
1937;30000606;;RADIO;;UKL40118/47HP
1938;30000609;;;;732-251/23E104
1939;30000610;;;;KRC131097/2
1940;30000613;;;;10L08AU1A1BA0-A
1941;30000614;;;;3DB23026BAAA01
1942;30000615;;TRANSMISSOR;;10L07BU0A1BA0-A
1943;30000616;;TRANSMISSOR;;10L08AL2B1BA0-A
1944;30000617;;TRANSMISSOR;;10L11AL1A1BA0-A
1945;30000618;;TRANSMISSOR;;10L11AU2A1BA0-A
1946;30000620;;;;2SN218A
1947;30000622;;;;732-251/08
1948;30000623;;;;732-251/15
1949;30000624;;;;732-251/18
1950;30000625;;;;732-251/38
1951;30000626;;;;732-241/07
1952;30000627;;;;732-241/08
1953;30000628;;;;732-101/71A
1954;30000629;;;;732-101/71C
1955;30000630;;;;732-101/71G
1956;30000631;;;;732-101/71E
1957;30000634;;;;H0164
1958;30000638;;RADIO;;UKL40105/12HP
1959;30000639;;AMPLIFICADOR;;KRY11288/1
1960;30000642;;;;SM0011602
1961;30000649;;;;MM0012201
1962;30000650;;;;MM0012202
1963;30000651;;;;MM0013402
1964;30000652;;;;MM0014201
1965;50000010;;;;BXC1800C
1966;30000655;;;;612-314/38
1967;30000656;;;;AB-P1500C
1968;30000658;;RADIO;;UKL40112/25HP
1969;30000659;;RADIO;;UKL40105/17HP
1970;30000660;;RADIO;;UKL40118/53HP
1971;30000661;;RADIO;;UKL40106/21
1972;30000662;;;;467834A....104
1973;30000663;;;;468532A....108
1974;30000664;;;;468533A.106
1975;50000011;;;;467868A108
1976;30000665;;;;469643A.103
1977;30000666;;RADIO;;05141B
1978;30000667;;;;191-901035-002
1979;30000668;;;;192-901030-002
1980;30000670;;;NOKIA;732-101/61
1981;30000671;;;;732-251/23
1982;30000674;;GABINETE;;BFL119408/1
1983;30000675;;;;KRF102138/1
1984;30000677;;RADIO;;UKL40105/16HP
1985;30000679;;;;191-901035-003
1986;30000680;;RADIO;;469089A.411
1987;30000681;;RADIO;;UKL40106/25
1988;30000682;;;;469873A....202
1989;30000683;;;;FLDM5554A-T
1990;30000684;;;;FUBU06325AT
1991;30000687;;RADIO;;732-101/61S
1992;30000688;;;;FL11AAB0A
1993;30000691;;;;3AL78836AB
1994;30000692;;;;3DB02155AB
1995;30000694;;;;732-241/08E119
1996;30000695;;;;FL23AAA0AR2A
1997;30000696;;PLACA;;1.019E+11
1998;30000697;;PLACA;;3DB02781AA
1999;30000699;;VENTILAÇÃO;;S30861-U2240-X-08
2000;30000700;;PLACA;;S30861-U4094-X-05
2001;30000702;;PLACA;;OJG164A
2002;30000703;;;;BMGB42401
2003;30000704;;PLACA;;UKL4011857
2004;30000705;;PLACA;;S42024-L5217-A200
2005;30000706;;PLACA;;101-901715-004
2006;30000707;;PLACA;;S30861-Q2207-X-09
2007;30000708;;PLACA;;467611A107
2008;30000709;;VENTILAÇÃO;;S30861-U2463-X-03
2009;30000710;;;;99445
2010;30000711;;;;1.01901E+11
2011;30000712;;AMPLIFICADOR;;SD-110041-001
2012;30000713;;FILTRO;;191-110039-002
2013;30000714;;;;192-112622-001
2014;30000716;;;;562022028
2015;30000717;;;;73225115101
2016;30000718;;PLACA;;S30861-U2100-X-08/01
2017;30000719;;;;S30861-Q2150-X-03
2018;30000720;;;;S30861-U2401-X-13/01
2019;30000721;;PLACA;;S30861-U2345-X-01
2020;30000722;;PLACA;;S30861-Q2029-X-04
2021;30000723;;PLACA;;S30861-Q2054-X-08
2022;30000724;;;;S30861-Q2209-X-03
2023;30000725;;PLACA;;S30861-U2096-X-08
2024;30000726;;PLACA;;3AL78830AB
2025;30000727;;PLACA;;3AL78832AA
2026;30000728;;PLACA;;3AL79090BA
2027;30000729;;PLACA;;3AL79092AA
2028;30000730;;PLACA;;3AL78816AA
